12
27
10,49
8
24
6,7
11
8,48
11
18
12,13,40,41
10,11
12,13,48,49
8,31,34,35,48
12,13,36,37
24
6,7
5
6,7,42
10,11
26
4
23
2,6,7
10
31,5
19
49
10,11,49
24
18
3
2,23
8
8,2
4,9,42
20
13
2,12,13
2,10,11
5
12,28,32
32
26
3,18
15
2,12
5
43,45
27
7,42
13,45
25
14
10,18
5
10,11
3,16,17
16
5,31,35
25,36,37,39
6
5
17
5
19
4
18
3,16,17,22,45
25
8
11
52
3,16,17,32
20
7
10,11
20
14
25
2,10,11
12,13,29,31,34,48
6,7
26
14,40,41
18
12,36,37
19
16,17
3,7,33,42
47,48,49
27
15
7
12
27
27
14,47,48,49
2,5
6,7,42
25,36,37,38,39
20
15
18
27
8
28,49
16,17
5
8,49
16,17
8
4
27,36
6,7
12,33
4
22
9
11,48
11,48
19
20
20,32,58,59
27
28,30,51
10
12,34
25,37
19
23
4
27,36
4
22
17
47,48,49,56
13
22
22
14,22,47,48
10,11,49
5,31,34,35
20,28,36,37,39
6,43,45,49
20
27
24
15,43,45
22
25,36,37,38,39
4
19
17
18,3
19
10,11
6,7,42
25,36
37
23
23
2,23
24
16,17
4
3,18
18
40
8
8
14,40,41
20,21
20
21
2,12
9
4,42
18
20
42,5
2,6,7
2,14
16,17,33
18
10,11
2,14,47,48,49,56
8
8
27,36
11,49
8,48
8
20
26
22
7
5
10
6,7,40
20
3,7
42,7
25
27
17,41
9
27
23,2
6,7
19
3,16,17,45
12,13,48
42,7
21,3
22
23
6,7,43,45
14,43,45
36,37
2,6,7
4
20
4
8,49
11
18
24
10,11
26
20
13
3,9
8
16,17
7,31
9
12,13
5
12,13,29,31,34
21
3,24
3,21
24
4,31,34
3,16,17
16,17
10
16
17
5
5
2,51
19
19
25
10,11
3,18
24
9
3,24
5
23
26,36,37,38
18
3,20,21
22
20
40,41
9
14
20,21
3,9
23
10,11,49
20,21
2,23
20
14,43,45
6,7
26,36
16,17
26
10,11
7
2,12,13,29,31,34
5
26
25
9,16,17,48,49
14
24
24
17,40,48,49
8
20
12,48,49,54
12,13,48
20
21
13
7
10,12,48,49
6,7,42
31
26
4,42
2,5,54
4
12,13,45
18
2,10,40,48
16,17
2,5
16,17,45
20,36,37
7
14
20
23
9
2,10,11
18
22
15
19
17,41
2,5
5
17
12,13,45
15
9,49
5
11
25
6,7,42
20
40,41
17,45
49
19
9,17,33,45,48,49
22
26
23
16,17,40
10
21
7
17,48,49
10
3,24
10
3,21
12
6,7
23
6,7
2,6,7
26
14
18
27
26
19
6,7
12
2,14
26
19
16,17
20
2,6,7,41
2,5
17,48
24
11
15,43,45
24
19
24
5
10
23
20
19
16,17,33
26
20
17
18
6,7,42
19
19
27
25
25
23
9
16
17,32
12
13,48,49
10,11,42,48
27
26
20
25
25
3,21
2,23
6,7
7
3,24
3,21
5
8,48
24,36
20
20
19
12
12
24
17,31,35,41
2,6,7
26,36
24
2,10,11
4
18
12,32,48,49
17
6
20
10,11
10,11,48
6,7
22
3,18
26
18
10
33
10
13,36,37,51
8,50
24
11
9
8,9
10
4
24,36
2,14,43,45
7
23
19
8
2,23
19
12,13
12,13,29,31,31,34,35
4
3,18
24
15
8
17
3,20,21,37
3,20,21
16,17
3,16,20,21
12,31,34,35
27
16,17
12,13
5
12
22
5
7
18
23
14,47,48,49,58
14
19
31
20
5
10,11
2,14,20
16
27,36
27
20
26
17
4
26
3,16,17,45
16,17,32
6,7
14
7
24
16
2,5
10,11
25
27
2,11,48
14,50
9,49
9,16,32,35,41,48
2,12,40,50
37
